지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 현지기압(hPa),clouds
185,고산,2022-06-09,20.5,,3.1,87.5,1004.7,clouds
185,고산,2022-06-10,21.5,1.2,4.6,88.9,1004.5,rain
185,고산,2022-06-11,20.4,7.5,4.8,91.8,1002.9,rain
185,고산,2022-06-12,20.9,,3,88.8,1003.6,clouds
185,고산,2022-06-13,20,11.2,4,94.1,998.2,rain
185,고산,2022-06-14,20.8,,2.7,95.1,997.6,clouds
185,고산,2022-06-15,21.1,,4.3,98,1000.6,clouds
185,고산,2022-06-16,21,,4.1,96.5,1001.6,clouds
185,고산,2022-06-17,22.4,0.1,5.2,95.1,1000.5,rain
185,고산,2022-06-18,22.8,,4.9,95.4,1000.5,clear
185,고산,2022-06-19,23.4,,3.5,96.5,999.4,clouds
185,고산,2022-06-20,22.5,,2.4,96.9,996.3,clouds
185,고산,2022-06-21,21.8,,4.6,97.5,995.6,clouds
185,고산,2022-06-22,23.7,,4.8,93.9,1000,clouds
185,고산,2022-06-23,23.8,,7.5,98,996.8,clouds
185,고산,2022-06-24,23.3,83.7,7.5,98,995.4,rain
185,고산,2022-06-25,24.1,3.9,6.6,98,999.3,rain
185,고산,2022-06-26,24.6,0.8,8.2,98,1002.9,rain
185,고산,2022-06-27,24.8,0.7,9.4,98,1001.7,rain
185,고산,2022-06-28,25.3,0.6,9.9,98,999.2,rain
185,고산,2022-06-29,25.7,0.2,8.6,98,1000.1,rain
185,고산,2022-06-30,26.3,,7.7,97.9,1003.9,clouds
185,고산,2022-07-01,26.7,,5.3,93.1,1006,clear
185,고산,2022-07-02,26.4,,3.4,87.6,1004,clouds
185,고산,2022-07-03,27.6,,4.4,86.8,999.9,clouds
185,고산,2022-07-04,26.8,,4.4,94.5,996.4,clouds
185,고산,2022-07-05,27.1,,4,95.3,997.9,clouds
185,고산,2022-07-06,28.1,,7.3,95.3,999.5,clouds
185,고산,2022-07-07,27.8,,7.4,98,999.6,clouds
185,고산,2022-07-08,27.6,,4.8,97.5,996.7,clouds
185,고산,2022-07-09,26.6,,5.7,88.8,995.5,clear
185,고산,2022-07-10,27.2,,4.4,89.5,997.4,clouds
185,고산,2022-07-11,25.9,69.9,3.6,97.9,998,rain
185,고산,2022-07-12,27.6,,4.1,95.8,999.3,clouds
185,고산,2022-07-13,27.6,,5.8,97.8,997.2,clouds
185,고산,2022-07-14,27.5,0.1,4.9,97.5,994.4,rain
185,고산,2022-07-15,25.2,48.4,3.7,97.6,992.1,rain
185,고산,2022-07-16,25.8,0.1,4.8,95.9,992.8,rain
185,고산,2022-07-17,27,0.1,3.7,94.3,994,rain
185,고산,2022-07-18,27.2,11.1,8.5,98,991.7,rain
185,고산,2022-07-19,26.1,0.4,5.8,92.5,996.6,rain
185,고산,2022-07-20,26.6,0.1,3.9,91.9,998.9,rain
185,고산,2022-07-21,26.4,0.4,9.4,92.4,998.1,rain
185,고산,2022-07-22,26.1,,4.6,90.9,999.8,clouds
185,고산,2022-07-23,27,3.5,5.2,93.5,997.6,rain
185,고산,2022-07-24,26.4,6,7,92,997.3,rain
185,고산,2022-07-25,25.4,,4.2,89.8,1001.5,clear
185,고산,2022-07-26,26.2,,3.6,88.6,1001.5,clear
185,고산,2022-07-27,27.6,,5.2,85.1,1000.7,clouds
185,고산,2022-07-28,28.7,0.1,5.1,85.5,1001.6,rain
185,고산,2022-07-29,29.5,,3.4,83.1,1001.5,clouds
185,고산,2022-07-30,27.2,93.2,5.8,96.5,996.7,rain
185,고산,2022-07-31,27.2,25.4,8.9,97.9,994.3,rain
185,고산,2022-08-01,27.6,19.9,7.3,98,996.3,rain
185,고산,2022-08-02,27.5,51.7,6,98,1002.9,rain
185,고산,2022-08-03,28.3,5,5.2,97.5,1003.9,rain
185,고산,2022-08-04,29,,3.8,96,1003.1,clouds
185,고산,2022-08-05,29,,6,96.9,1000.4,clouds
185,고산,2022-08-06,29.2,,4.5,96.4,999.6,clouds
185,고산,2022-08-07,29.4,,6.2,96.1,1000.6,clouds
185,고산,2022-08-08,29.4,,7,90.9,1002.3,clouds
185,고산,2022-08-09,29.2,,7.1,90.9,1001.7,clouds
185,고산,2022-08-10,29.3,,6.2,92.9,1000.6,clouds
185,고산,2022-08-11,29,,6.1,95.6,999.7,clouds
185,고산,2022-08-12,28.6,0.1,4.9,96.9,999.5,rain
185,고산,2022-08-13,29.2,,5.2,95.5,999.6,clouds
185,고산,2022-08-14,29.2,,6.5,96.1,1000.4,clouds
185,고산,2022-08-15,29.2,,8,96.6,998.3,clouds
185,고산,2022-08-16,28.6,4.6,7.8,91.1,997.7,rain
185,고산,2022-08-17,26.1,61.1,7.8,88.9,998.6,rain
185,고산,2022-08-18,26.7,,4.1,82.6,1000.1,clouds
185,고산,2022-08-19,28.9,,5.5,93.1,997.9,clouds
185,고산,2022-08-20,27.9,0.9,4.8,96.6,996.3,rain
185,고산,2022-08-21,26.7,,4.7,87.9,997,clouds
185,고산,2022-08-22,27.7,,2.8,87.8,997.2,clouds
185,고산,2022-08-23,28.9,,3.4,93,998.4,clouds
185,고산,2022-08-24,25.6,,5.8,81.5,999.7,clouds
185,고산,2022-08-25,26,,5.8,75.9,1000.5,clouds
185,고산,2022-08-26,25.1,0.1,5.6,76.4,1000.2,rain
185,고산,2022-08-27,24.7,,6.3,75.6,1002,clouds
185,고산,2022-08-28,24.3,,4.8,73.3,1004.7,clouds
185,고산,2022-08-29,25.3,,3,79.8,1005,clouds
185,고산,2022-08-30,28.2,0.1,3.8,85.9,1001.4,rain
185,고산,2022-08-31,24.7,0.1,7.5,85.9,1000.1,rain
185,고산,2022-09-01,24.4,0.1,5.9,85.4,1002.7,rain
185,고산,2022-09-02,23.2,41.8,2.8,97.1,1002.7,rain
185,고산,2022-09-03,26.5,0.5,4.4,90.8,1000.9,rain
185,고산,2022-09-04,25.6,183.1,5.5,97.6,998.7,rain
185,고산,2022-09-05,26.1,83,10.8,98.4,983.4,rain
185,고산,2022-09-06,22.5,0.2,18.3,88.8,997.7,rain
185,고산,2022-09-07,23.3,,4.5,78.4,1008.8,clouds
185,고산,2022-09-08,23.6,,5.5,76.1,1008.5,clouds
185,고산,2022-09-09,23.6,,4.3,77,1007.7,clouds
185,고산,2022-09-10,24.7,,3.2,80.6,1006.4,clouds
185,고산,2022-09-11,25.6,0.1,1.9,87.3,1004.8,rain
185,고산,2022-09-12,24.5,9.3,2.9,96.1,1003.7,rain
185,고산,2022-09-13,24.3,35.9,4.9,97.8,1002.7,rain
185,고산,2022-09-14,26.9,5.5,5.6,87,1001.5,rain
185,고산,2022-09-15,27,0.4,7.9,87.9,999,rain
185,고산,2022-09-16,27.5,0.6,5.6,79.6,999.2,rain
185,고산,2022-09-17,26.5,,5,76.1,997.8,clouds
185,고산,2022-09-18,24.9,,9.4,87.5,989.7,clouds
185,고산,2022-09-19,23.1,,16.4,79.1,991.4,clouds
185,고산,2022-09-20,22.4,,5,65.5,1003.1,clouds
185,고산,2022-09-21,21.3,,3.7,58.1,1007.3,clouds
185,고산,2022-09-22,21.7,,3,66.4,1005.7,clouds
185,고산,2022-09-23,21.4,,6.8,71.3,1005.6,clouds
185,고산,2022-09-24,20.3,,7.4,60.3,1007.7,clouds
185,고산,2022-09-25,22.4,0.1,3.7,65,1007.2,rain
185,고산,2022-09-26,22.2,0.1,4.7,65.1,1007.8,rain
185,고산,2022-09-27,21.8,1,4.4,69,1006.7,rain
185,고산,2022-09-28,23,0.3,2.1,74.5,1005.3,rain
185,고산,2022-09-29,22,0.3,4,72.8,1006.6,rain
185,고산,2022-09-30,22.2,,2.9,72.8,1008,clear
185,고산,2022-10-01,22.5,,3.1,68.8,1009.3,clear
185,고산,2022-10-02,24,,6,78.9,1008.6,clouds
185,고산,2022-10-03,25.3,,7.6,88.4,1007.2,clear
185,고산,2022-10-04,20.6,0.8,9.8,84.9,1006.7,rain
185,고산,2022-10-05,17.9,0.6,9.3,70.3,1011,rain
185,고산,2022-10-06,18,0.6,7.7,67.5,1010.9,rain
185,고산,2022-10-07,17.1,0.1,10.3,60.4,1011.5,rain
185,고산,2022-10-08,18.5,0.2,4.4,71.1,1012.7,rain
185,고산,2022-10-09,17.8,5.9,6.4,80.3,1008.2,rain
185,고산,2022-10-10,16.3,0.2,16,60.5,1009.9,rain
185,고산,2022-10-11,16.2,,11.2,63.8,1013.1,clouds
185,고산,2022-10-12,17.4,,5.4,66.4,1015.8,clear
185,고산,2022-10-13,18.9,,6,69.3,1013.3,clear
185,고산,2022-10-14,18.6,,4.8,73.4,1010.3,clouds
185,고산,2022-10-15,19.8,,4.2,74.3,1009.8,clouds
185,고산,2022-10-16,20,,4.6,76.5,1009.5,clouds
185,고산,2022-10-17,16.1,,12.5,62,1010.2,clouds
185,고산,2022-10-18,14.2,,11.6,55.9,1013.5,clear
185,고산,2022-10-19,14.6,,7.9,57.1,1016.7,clear
185,고산,2022-10-20,16.1,,4.8,63.8,1018.1,clear
185,고산,2022-10-21,19.8,,3.7,73.3,1015.7,clouds
185,고산,2022-10-22,19.8,,4.8,75.4,1012.2,clouds
185,고산,2022-10-23,16.7,,10.6,69.9,1010.4,clouds
185,고산,2022-10-24,14.8,,12.6,57,1012.6,clear
185,고산,2022-10-25,14.1,,5.6,54.3,1017.4,clear
185,고산,2022-10-26,17.9,,3.7,56.3,1016.6,clouds
185,고산,2022-10-27,16.7,,4.9,63.9,1016,clouds
185,고산,2022-10-28,16.4,,5.6,75.3,1016,clouds
185,고산,2022-10-29,18.1,,4.3,69.9,1015.5,clear
185,고산,2022-10-30,17.7,,4.5,66.3,1014.7,clear
185,고산,2022-10-31,17.5,,5.3,66.5,1013.7,clouds
185,고산,2022-11-01,16.9,,6.6,73,1012.6,clouds
185,고산,2022-11-02,16.2,,5.1,72.4,1011.3,clear
185,고산,2022-11-03,16.1,,6.7,62.9,1010,clouds
185,고산,2022-11-04,12,,12.1,64,1013.6,clouds
185,고산,2022-11-05,12.5,,8.9,59,1016.4,clouds
185,고산,2022-11-06,12.6,,5.3,59,1016.1,clear
185,고산,2022-11-07,14.4,,3.5,63,1014.8,clear
185,고산,2022-11-08,15.7,,3.8,55.9,1016.2,clear
185,고산,2022-11-09,18,,3.4,56.6,1016.1,clouds
185,고산,2022-11-10,18.9,5,2.9,73.6,1014.3,rain
185,고산,2022-11-11,20.3,,4.4,72.4,1014.6,clouds
185,고산,2022-11-12,21.3,1.2,6.4,86.4,1008.8,rain
185,고산,2022-11-13,14.5,1.6,12.8,77.8,1008.3,rain
185,고산,2022-11-14,13.4,,9.1,65.9,1010.3,clouds
185,고산,2022-11-15,12.8,,6.8,61.9,1010.4,clouds
185,고산,2022-11-16,14.6,,4.8,61.3,1012.9,clouds
185,고산,2022-11-17,14.7,0.1,3.1,62.5,1013.7,rain
185,고산,2022-11-18,17.1,,3.5,63.1,1014.2,clouds
185,고산,2022-11-19,18,,3.1,65.5,1010.9,clouds
185,고산,2022-11-20,15.4,6.9,3.1,87.6,1009.4,rain
185,고산,2022-11-21,16.8,,2.8,71.3,1012,clouds
185,고산,2022-11-22,16.2,0.6,3.3,69,1008.9,rain
185,고산,2022-11-23,14.6,2.1,8.4,70.8,1008.6,rain
185,고산,2022-11-24,13.9,,5.7,67.3,1012.2,clear
185,고산,2022-11-25,16.6,,4.3,61.1,1010.1,clouds
185,고산,2022-11-26,15,,6.2,64.8,1009,clear
185,고산,2022-11-27,15.7,,4.7,61,1010.4,clouds
185,고산,2022-11-28,20.6,46.4,7.4,82.6,1005.2,rain
185,고산,2022-11-29,13.4,4.6,13.8,80.6,1005.9,rain
185,고산,2022-11-30,5.8,0.1,13.8,69.9,1019.1,rain
185,고산,2022-12-01,5.3,0.8,6.3,66.8,1020.8,rain
185,고산,2022-12-02,7.1,0,5.2,62.4,1019.1,rain
185,고산,2022-12-03,11.1,1.6,3.8,78.4,1015.7,rain
185,고산,2022-12-04,7.7,0.6,9.9,65.6,1017.8,rain
185,고산,2022-12-05,5.8,,11.9,63.6,1017.7,clouds
185,고산,2022-12-06,9,,10.5,55.8,1016.7,clouds
185,고산,2022-12-07,10.5,,7.8,55.1,1017,clouds
185,고산,2022-12-08,10.4,,3.7,52.9,1016.4,clouds
185,고산,2022-12-09,12,,3.3,55.4,1013.2,clouds
185,고산,2022-12-10,11.4,0.1,5.7,68.8,1010.3,rain
185,고산,2022-12-11,8.8,,9.8,62.6,1013,clouds
185,고산,2022-12-12,8.9,0.1,8.5,64.3,1012.2,rain
185,고산,2022-12-13,9.5,,14.4,55.8,1012.9,clouds
185,고산,2022-12-14,4.8,0.2,15,64.6,1017.6,rain
185,고산,2022-12-15,7,,4,55.6,1016.9,clouds
185,고산,2022-12-16,6,0.6,7.4,69.4,1018.5,rain
185,고산,2022-12-17,3.6,0.9,16.5,76,1016.3,snow
185,고산,2022-12-18,2.7,2.3,20.2,71.6,1014,snow
185,고산,2022-12-19,6.8,0.8,9.8,56.3,1017,snow
185,고산,2022-12-20,10,,3.2,56.9,1015.4,clouds
185,고산,2022-12-21,9.9,7.5,12.3,72.1,1003.5,rain
185,고산,2022-12-22,3.1,2.7,17.9,82.4,1001.7,snow
185,고산,2022-12-23,2,3,21.6,76.9,1005.6,snow
185,고산,2022-12-24,4.3,1.9,15.5,74.8,1009.2,rain
185,고산,2022-12-25,6.5,,11,67.5,1013.9,clouds
185,고산,2022-12-26,7.2,,9.4,63.1,1016.3,clouds
185,고산,2022-12-27,7,,7.9,65.5,1019.5,clouds
185,고산,2022-12-28,6.9,,8.9,57.3,1021,clouds
185,고산,2022-12-29,6.5,,8.5,58.4,1023.1,clouds
185,고산,2022-12-30,6.9,,8.2,55.1,1023,clouds
185,고산,2022-12-31,6.9,,9.4,57,1022.6,clouds
188,성산,2022-01-01,3.9,,3,54.6,1026.5,clouds
188,성산,2022-01-02,6.3,,2.3,66,1024.2,clouds
188,성산,2022-01-03,5.8,,2.6,64.4,1023,clouds
188,성산,2022-01-04,5.8,,2.7,61.5,1024.2,clouds
188,성산,2022-01-05,5.5,12.3,2.3,81.5,1022,rain
188,성산,2022-01-06,6,,2.9,65.5,1023.8,clouds
188,성산,2022-01-07,5.9,,2.5,62.5,1025.6,clear
188,성산,2022-01-08,6,,3.2,67.3,1021.9,clouds
188,성산,2022-01-09,6.3,,2.5,69.6,1019.3,clouds
188,성산,2022-01-10,6.9,,2.8,69.4,1016.9,clouds
188,성산,2022-01-11,2.6,7.1,3.3,70.6,1017.3,snow
188,성산,2022-01-12,2.8,,3.2,63.9,1019.7,clouds
188,성산,2022-01-13,2.8,1.7,3.4,67.3,1018.6,rain
188,성산,2022-01-14,3.6,,3.1,60.3,1022.2,clouds
188,성산,2022-01-15,6,,2,66.8,1021,clouds
188,성산,2022-01-16,6.3,0.1,3.2,63.9,1022.8,rain
188,성산,2022-01-17,4.7,,2.8,61.9,1024.7,clouds
188,성산,2022-01-18,2.9,,3.1,55.4,1024.1,clouds
188,성산,2022-01-19,4.4,0.2,2.4,54.6,1021.6,rain
188,성산,2022-01-20,2,,3.4,60,1024,clouds
188,성산,2022-01-21,7,,3.3,63.5,1025.4,clouds
188,성산,2022-01-22,10.7,1.2,4.1,67.8,1021.8,rain
188,성산,2022-01-23,10.3,5.7,3.5,79.1,1015.9,rain
188,성산,2022-01-24,10.4,,4.2,69.3,1017,clouds
188,성산,2022-01-25,8.8,,1.9,75.9,1018.7,clouds
188,성산,2022-01-26,6.7,,3,65,1021.3,clouds
188,성산,2022-01-27,5.4,,3.2,64.3,1020.7,clouds
188,성산,2022-01-28,4.4,,4,62.8,1020.1,clouds
188,성산,2022-01-29,3.8,,3.4,57.4,1018,clouds
188,성산,2022-01-30,3.9,,3.5,51.4,1018.3,clouds
188,성산,2022-01-31,3.9,,2.8,58.6,1022.5,clouds
188,성산,2022-02-01,5.2,,3.2,57.8,1024.1,clouds
188,성산,2022-02-02,4.1,,3,59.5,1025,clouds
188,성산,2022-02-03,3.9,,3.1,53.3,1023.2,clouds
188,성산,2022-02-04,3.6,0.1,3.2,54.4,1022.7,snow
188,성산,2022-02-05,1.2,3.5,3.1,76.4,1024.3,snow
188,성산,2022-02-06,3,0.1,3,60,1026.6,rain
188,성산,2022-02-07,3.3,,2.5,61.1,1024.4,clouds
188,성산,2022-02-08,4.4,,2.7,56.8,1023.5,clouds
188,성산,2022-02-09,5.9,11.9,3,74.8,1021.2,rain
188,성산,2022-02-10,5.4,1.4,3,65.3,1019.8,rain
188,성산,2022-02-11,6.7,,2.8,50.5,1022.1,clouds
188,성산,2022-02-12,9.7,,2.4,55,1020.2,clouds
188,성산,2022-02-13,10.3,,3,64.4,1016.6,clouds
188,성산,2022-02-14,9.2,,2.8,66.1,1017.8,clouds
188,성산,2022-02-15,3.4,,4.2,60,1020.3,clouds
188,성산,2022-02-16,1.2,0.4,3.7,63.9,1021.6,snow
188,성산,2022-02-17,0.1,,3.3,59.8,1024.4,clouds
188,성산,2022-02-18,6.7,2.1,3.1,65.3,1024.3,rain
188,성산,2022-02-19,4.8,14.6,2.9,77.4,1020,rain
188,성산,2022-02-20,0.8,0.7,3.6,63.1,1024.3,snow
188,성산,2022-02-21,2.9,,2.5,59.1,1027.6,clouds
188,성산,2022-02-22,3.2,,2.3,57,1029.3,clouds
188,성산,2022-02-23,1.2,,3.4,57.5,1029.1,clouds
188,성산,2022-02-24,2.7,,3.6,55.1,1028.6,clouds
188,성산,2022-02-25,4.9,,2.8,53.4,1026.2,clear
188,성산,2022-02-26,8,,3.4,55.4,1019.8,clear
188,성산,2022-02-27,7.2,,2.8,41.5,1021,clear
188,성산,2022-02-28,9.1,,2.3,62.5,1019,clouds
188,성산,2022-03-01,11.1,0.9,5,74.4,1012.8,rain
188,성산,2022-03-02,5.5,,5,56.3,1016.7,clouds
188,성산,2022-03-03,8.8,,2.3,54.3,1017.4,clear
188,성산,2022-03-04,11.1,,4,61,1013.5,clouds
188,성산,2022-03-05,8.3,,3.7,49.1,1014.8,clouds
188,성산,2022-03-06,5.3,,3.5,49.3,1019.2,clouds
188,성산,2022-03-07,7.2,,2.6,54.4,1017.7,clouds
188,성산,2022-03-08,8.5,,2.1,53.1,1017.1,clear
188,성산,2022-03-09,10.8,,2.3,62,1019.3,clear
188,성산,2022-03-10,12.2,,2.5,69.5,1018.9,clouds
188,성산,2022-03-11,16,,3.4,71.1,1015.8,clouds
188,성산,2022-03-12,16.8,,3.7,76.8,1015,clouds
188,성산,2022-03-13,16.1,13.9,4.2,88.4,1010.7,rain
188,성산,2022-03-14,14.3,0.1,2.3,87.8,1010.5,rain
188,성산,2022-03-15,11.7,,2.7,63.8,1011.8,clear
188,성산,2022-03-16,13.4,,1.9,78,1013.5,clear
188,성산,2022-03-17,13.1,39.8,3.8,78.1,1012.8,rain
188,성산,2022-03-18,10.6,43.4,4.8,88.5,1005.3,rain
188,성산,2022-03-19,7.2,0.1,3.8,76.6,1009,rain
188,성산,2022-03-20,7.7,,3,68.9,1017.1,clouds
188,성산,2022-03-21,8.9,19.1,2.8,70.4,1019.7,rain
188,성산,2022-03-22,8.8,8.1,2.8,63.4,1018,rain
188,성산,2022-03-23,8.7,0.7,2.2,71.8,1015.9,rain
188,성산,2022-03-24,10.8,,2.5,60.6,1018.6,clear
188,성산,2022-03-25,16.3,8.3,5.9,82.6,1012.3,rain
188,성산,2022-03-26,12.6,26.7,6.6,80.5,1003.8,rain
188,성산,2022-03-27,12.6,,4.3,37.3,1014.3,clouds
188,성산,2022-03-28,10.7,,3.6,53.8,1022.2,clouds
188,성산,2022-03-29,12.3,,2.5,68.6,1022.4,clouds
188,성산,2022-03-30,16.4,0.1,1.7,89.6,1017.9,rain
188,성산,2022-03-31,11.8,,3.4,76.9,1020.1,clouds
188,성산,2022-04-01,11.1,,3.3,64.4,1025.5,clouds
188,성산,2022-04-02,9.9,,2.6,59.3,1025.2,clouds
188,성산,2022-04-03,10.4,,3,51.4,1025,clear
188,성산,2022-04-04,11.8,,2.5,51.1,1025.4,clear
188,성산,2022-04-05,11.7,,1.9,56.3,1021.2,clouds
188,성산,2022-04-06,12.7,,2,70.8,1019,clear
188,성산,2022-04-07,14,,2.7,59,1016.4,clear
188,성산,2022-04-08,14.4,,2.3,57.4,1017.9,clear
188,성산,2022-04-09,16.8,,4.3,58.1,1015.5,clear
188,성산,2022-04-10,18.2,,3.2,65.3,1015.1,clouds
188,성산,2022-04-11,19.5,2,2.2,89,1011.6,rain
188,성산,2022-04-12,18.9,,2.7,88.1,1009.8,clouds
188,성산,2022-04-13,17.9,3,3.4,88.1,1010.4,rain
188,성산,2022-04-14,14.1,11.2,5.4,86.5,1012.3,rain
188,성산,2022-04-15,13.3,,3.9,69.3,1013.9,clouds
188,성산,2022-04-16,12.8,,2.9,61.5,1015.6,clouds
188,성산,2022-04-17,15,,3.2,26,1016.6,clear
188,성산,2022-04-18,16,,2.3,37.1,1015.4,clouds
188,성산,2022-04-19,17.1,,2.6,29.4,1015.3,clouds
188,성산,2022-04-20,15.5,,1.8,49.1,1014.8,clouds
188,성산,2022-04-21,13,5.8,2.4,77.9,1012,rain
188,성산,2022-04-22,17.2,,4,75.6,1011.5,clouds
188,성산,2022-04-23,17.2,,1.6,92.8,1009.9,clouds
188,성산,2022-04-24,17.6,,1.9,88.3,1009.7,clouds
188,성산,2022-04-25,18.8,21.4,2.9,89.8,1008,rain
188,성산,2022-04-26,18.6,34.8,4.6,94.1,1002.2,rain
188,성산,2022-04-27,17.6,,3.3,67.6,1011.6,clouds
188,성산,2022-04-28,17,,3,80.8,1012.9,clouds
188,성산,2022-04-29,13.5,33.1,3.6,83.1,1012.1,rain
188,성산,2022-04-30,14.8,,2.9,68.9,1015.8,clouds
188,성산,2022-05-01,14,,3.9,46.3,1013.2,clouds
188,성산,2022-05-02,16.3,,4.1,45.4,1013.1,clear
188,성산,2022-05-03,14.4,,2.5,61.4,1018.4,clear
188,성산,2022-05-04,16.2,,3.2,67,1018.6,clear
188,성산,2022-05-05,17.2,,1.8,83,1016.9,clear
188,성산,2022-05-06,19.3,,2,81.4,1014.2,clear
188,성산,2022-05-07,19.8,,2.7,67.8,1014.6,clear
188,성산,2022-05-08,17.6,,2.9,77.3,1015.3,clouds
188,성산,2022-05-09,17.2,,3.6,70.6,1014.6,clouds
188,성산,2022-05-10,17.7,0.7,3,80.1,1013.4,rain
188,성산,2022-05-11,18,9.1,2.1,95.1,1012.2,rain
188,성산,2022-05-12,18.5,,2.5,92.8,1008.3,clouds
188,성산,2022-05-13,17.3,3.9,2.4,89,1005.8,rain
188,성산,2022-05-14,16.5,,3.6,51.4,1011.2,clouds
188,성산,2022-05-15,15.5,,3.5,45,1012.1,clouds
188,성산,2022-05-16,17,,2.7,48,1011.7,clouds
188,성산,2022-05-17,17.7,,2.3,64.5,1013.6,clear
188,성산,2022-05-18,18.5,,1.8,62.4,1017.1,clear
188,성산,2022-05-19,18.4,,1.7,67.3,1016.6,clouds
188,성산,2022-05-20,19.7,,2.1,78.6,1011.9,clouds
188,성산,2022-05-21,20.6,,2.6,58.3,1007.5,clear
188,성산,2022-05-22,21,,2.3,55.8,1007.7,clear
188,성산,2022-05-23,20.4,,1.8,61.9,1011.1,clouds
188,성산,2022-05-24,21.9,,2.1,52.1,1011.4,clouds
188,성산,2022-05-25,21.1,,2.4,64.3,1007.8,clouds
188,성산,2022-05-26,19.6,,2.5,58.5,1003.9,clouds
188,성산,2022-05-27,20.7,,2.9,49.5,1002.9,clear
188,성산,2022-05-28,20.7,,3,64.1,1005.6,clouds
188,성산,2022-05-29,19.7,6.5,3.4,83.8,1002.9,rain
188,성산,2022-05-30,20.2,,2.1,88,1000.2,clouds
188,성산,2022-05-31,20.9,,2.3,46.9,1006.9,clouds
188,성산,2022-06-01,19.3,,2.2,71.5,1005,clouds
188,성산,2022-06-02,19.8,,2.1,81.5,1006.5,clouds
188,성산,2022-06-03,20.2,,1.8,85.3,1008.2,clouds
188,성산,2022-06-04,21.4,1,2.9,86.1,1007.9,rain
188,성산,2022-06-05,18.8,101.6,5.3,94.9,997.2,rain
188,성산,2022-06-06,20.2,,3.9,77.5,998.6,clouds
188,성산,2022-06-07,19.9,6.1,4.1,86,1004.7,rain
188,성산,2022-06-08,20,3.9,3.4,79.3,1009.2,rain
188,성산,2022-06-09,20.4,,2.5,79.9,1011.3,clouds
188,성산,2022-06-10,20.5,0.1,1.7,91.4,1011.2,rain
188,성산,2022-06-11,20.1,7.4,3.2,86.4,1009.2,rain
188,성산,2022-06-12,21,,3.1,81.6,1010.4,clouds
188,성산,2022-06-13,20.1,9.4,4.4,88.1,1005.2,rain
188,성산,2022-06-14,19.1,10.2,3.7,96,1004,rain
188,성산,2022-06-15,22,,2.8,87.1,1006.3,clouds
188,성산,2022-06-16,21.7,,2.8,85.6,1007.5,clouds
188,성산,2022-06-17,22,,3.1,89.8,1006.8,clouds
188,성산,2022-06-18,23.1,,2.5,85.8,1006.5,clouds
188,성산,2022-06-19,23.7,0.7,1.5,91.1,1005.7,rain
188,성산,2022-06-20,23.1,,1.3,89,1002.5,clouds
188,성산,2022-06-21,23.9,2.6,2.7,86.9,1001.7,rain
188,성산,2022-06-22,23.7,,3.1,88.9,1006.2,clouds
188,성산,2022-06-23,24.2,0.2,5.3,93.9,1002.8,rain
188,성산,2022-06-24,24.2,51.7,4.5,92.8,1000.7,rain
188,성산,2022-06-25,24.6,6.1,4.4,89.9,1005.5,rain
188,성산,2022-06-26,24.5,0.5,4.1,95.8,1009.6,rain
188,성산,2022-06-27,24.4,,4.3,95.8,1008.5,clouds
188,성산,2022-06-28,24.6,,5.8,93.6,1005.6,clouds
188,성산,2022-06-29,25.2,2.3,5.2,93.6,1006.6,rain
188,성산,2022-06-30,25.8,,3.4,92.6,1010.5,clouds
188,성산,2022-07-01,25.9,,2.2,91.5,1012.5,clear
188,성산,2022-07-02,26.2,,1.7,83,1010.2,clouds
188,성산,2022-07-03,26.1,3.6,1.9,90,1006.5,rain
188,성산,2022-07-04,26.5,,2.9,88.1,1002.7,clouds
188,성산,2022-07-05,27.1,0.1,2.3,86.1,1003.8,rain
188,성산,2022-07-06,27.7,,3.3,90.3,1006.1,clouds
188,성산,2022-07-07,27.7,,4.2,90.4,1005.8,clouds
188,성산,2022-07-08,27.4,26.3,3.2,89.1,1002.1,rain
188,성산,2022-07-09,27.1,,2.3,75.9,1000.9,clear
188,성산,2022-07-10,27.2,,2,81.3,1003.4,clouds
188,성산,2022-07-11,25.9,12,2,89.5,1004.2,rain
188,성산,2022-07-12,27,,2.8,88.5,1005.7,clouds
188,성산,2022-07-13,27.6,,4,87,1003.2,clouds
188,성산,2022-07-14,28,0.1,3,85.8,999.7,rain
188,성산,2022-07-15,25.9,9.4,1.8,88.9,998,rain
188,성산,2022-07-16,26.6,,3.2,74.1,997.8,clouds
188,성산,2022-07-17,26.4,4.8,2.2,77.5,1000.1,rain
188,성산,2022-07-18,27.5,9.7,4.7,92.8,997.5,rain
188,성산,2022-07-19,26.8,8.8,2.6,79.4,1002,rain
188,성산,2022-07-20,26.2,,2.4,83.1,1005,clouds
188,성산,2022-07-21,27.3,,4.5,76.6,1003.2,clouds
188,성산,2022-07-22,26,,2.5,74.8,1005.2,clouds
188,성산,2022-07-23,26.5,,2.7,84.1,1003.9,clouds
188,성산,2022-07-24,26.8,54.1,2.6,83,1002.7,rain
188,성산,2022-07-25,25.8,,2.3,79.3,1007.1,clouds
188,성산,2022-07-26,25.8,,1.7,81.3,1007.8,clouds
188,성산,2022-07-27,26.6,,2.6,83.5,1007.5,clouds
188,성산,2022-07-28,28.4,,2.6,83.3,1008.4,clouds
188,성산,2022-07-29,28,,3.2,87.9,1008.1,clouds
